id,name,category,purchase_date,value,depreciation_rate,status,created_at
569,Postal Scale #569,Office Equipment,2025-05-09,62586.23,10.0,Retired,2024-05-19T04:07:57
570,Desk #570,Furniture,2018-07-20,41155.36,20.0,Disposed,2022-07-03T08:49:32
571,Monitor #571,IT Equipment,2020-05-09,42053.02,5.0,Retired,2019-03-09T04:38:30
572,Box Truck #572,Vehicles,2018-09-14,28027.76,20.0,Active,2016-08-06T23:23:26
573,Angle Grinder #573,Tools,2024-03-02,40309.71,30.0,Disposed,2025-07-13T23:47:07
574,Soldering Station #574,Tools,2022-08-21,11812.86,15.0,Retired,2024-03-03T01:13:04
575,Monitor #575,IT Equipment,2016-05-09,19182.75,30.0,Active,2018-03-29T10:39:02
576,Angle Grinder #576,Tools,2017-04-06,14276.74,5.0,Active,2022-06-04T08:59:05
577,Desk #577,Furniture,2015-11-10,6731.55,15.0,Active,2022-07-05T02:09:18
578,Wireless Access Point #578,IT Equipment,2020-05-12,50251.64,25.0,Retired,2021-08-12T20:22:55
579,Soldering Station #579,Tools,2023-03-01,74175.46,5.0,Retired,2025-01-31T18:39:14
580,Saw #580,Tools,2016-05-02,21238.19,30.0,Active,2023-03-23T01:22:11
581,Drawer Unit #581,Furniture,2024-07-12,2780.40,10.0,Disposed,2024-01-07T15:50:07
582,External HDD #582,IT Equipment,2017-10-08,68978.80,30.0,Active,2022-05-14T21:58:58
583,Electric Pallet Jack #583,Vehicles,2018-12-21,11626.52,5.0,Active,2019-04-11T14:45:21
584,Printer #584,Office Equipment,2016-01-03,43176.60,15.0,Retired,2021-12-20T18:56:58
585,Service Car #585,Vehicles,2022-07-13,18951.58,20.0,Retired,2020-08-31T16:19:59
586,Soldering Station #586,Tools,2018-09-17,69072.04,15.0,Disposed,2020-04-09T12:04:52
587,Soldering Station #587,Tools,2018-12-31,72014.91,10.0,Disposed,2023-09-30T16:06:32
588,Whiteboard #588,Furniture,2017-09-10,45651.67,25.0,Active,2022-12-06T02:30:43
589,Delivery Van #589,Vehicles,2018-05-04,13396.57,5.0,Disposed,2018-04-28T23:53:24
590,UPS #590,IT Equipment,2019-07-10,17385.30,30.0,Disposed,2025-08-17T19:05:21
591,Visitor Chair #591,Furniture,2024-09-11,56517.75,25.0,Active,2020-11-28T15:15:14
592,Company Motorcycle #592,Vehicles,2017-10-23,37621.42,15.0,Active,2016-10-07T17:19:55
593,Laptop #593,IT Equipment,2023-10-22,24386.75,5.0,Retired,2017-11-24T06:28:51
594,Reception Sofa #594,Furniture,2019-05-30,1867.56,25.0,Retired,2016-01-24T16:32:53
595,Pickup Truck #595,Vehicles,2019-08-24,69004.76,5.0,Retired,2021-03-10T21:38:53
596,Visitor Chair #596,Furniture,2018-02-25,63898.92,15.0,Disposed,2025-03-29T10:55:45
597,Soldering Station #597,Tools,2024-10-14,47485.05,10.0,Retired,2019-06-10T11:17:21
598,NAS Unit #598,IT Equipment,2025-08-07,8877.73,30.0,Retired,2019-11-27T14:53:15
599,Postal Scale #599,Office Equipment,2017-12-16,58329.89,20.0,Disposed,2020-10-20T11:06:22
600,Whiteboard #600,Furniture,2020-09-30,53534.19,5.0,Disposed,2023-08-24T22:20:08
601,Label Printer #601,Office Equipment,2019-12-15,45804.17,15.0,Active,2022-06-20T12:57:43
602,Time Clock #602,Office Equipment,2023-06-23,1097.19,5.0,Active,2018-07-13T05:59:05
603,Service Car #603,Vehicles,2019-05-25,65200.09,20.0,Disposed,2016-03-25T21:06:52
604,Network Switch #604,IT Equipment,2016-12-19,66513.13,15.0,Disposed,2022-09-29T21:25:25
605,Telephone System #605,Office Equipment,2016-10-02,36384.28,15.0,Retired,2021-12-31T16:33:25
606,Time Clock #606,Office Equipment,2022-07-13,13482.64,15.0,Retired,2022-01-14T06:00:06
607,Drill #607,Tools,2025-09-21,48174.37,10.0,Disposed,2016-01-11T18:46:28
608,Telephone System #608,Office Equipment,2025-03-14,29234.29,15.0,Retired,2021-06-27T11:03:32
609,Trailer #609,Vehicles,2018-09-11,22462.75,5.0,Active,2019-02-04T11:55:13
610,Soldering Station #610,Tools,2016-03-02,38959.07,5.0,Retired,2017-06-28T04:19:14
611,Paper Shredder #611,Office Equipment,2017-02-26,882.83,25.0,Disposed,2021-04-02T10:54:20
612,Company Motorcycle #612,Vehicles,2016-02-11,13845.81,30.0,Disposed,2022-03-11T01:03:02
613,Box Truck #613,Vehicles,2017-05-04,23186.70,20.0,Active,2025-01-29T04:56:33
614,Tool Trolley #614,Tools,2024-04-14,36078.57,15.0,Disposed,2016-08-02T23:43:51
615,Postal Scale #615,Office Equipment,2018-06-08,44318.03,15.0,Retired,2017-12-11T12:26:37
616,Printer #616,Office Equipment,2022-07-19,57304.34,25.0,Retired,2024-10-05T20:17:35
617,Visitor Chair #617,Furniture,2016-09-14,14995.69,10.0,Retired,2019-05-21T18:11:23
618,Tool Trolley #618,Tools,2022-05-02,59503.61,15.0,Disposed,2018-04-25T12:30:25
619,UPS #619,IT Equipment,2021-07-03,3886.59,10.0,Disposed,2017-12-07T14:37:18
620,Laptop #620,IT Equipment,2022-03-15,48718.98,30.0,Retired,2022-07-08T21:05:31
621,Forklift #621,Vehicles,2021-09-12,47625.30,20.0,Disposed,2018-08-15T05:47:30
622,Visitor Chair #622,Furniture,2016-11-17,62036.00,10.0,Disposed,2019-07-25T03:55:38
623,Filing Cabinet #623,Furniture,2019-11-30,30326.37,25.0,Disposed,2022-12-30T02:19:25
624,Company Motorcycle #624,Vehicles,2024-10-04,70403.61,15.0,Disposed,2021-05-20T02:49:40
625,Monitor #625,IT Equipment,2018-07-22,21552.89,20.0,Active,2024-01-19T03:56:42
626,Laptop #626,IT Equipment,2016-08-23,45565.34,15.0,Active,2019-07-01T16:29:20
627,Projector #627,Office Equipment,2020-04-01,9255.10,10.0,Active,2023-08-18T02:02:56
628,Wireless Access Point #628,IT Equipment,2024-07-14,8518.27,30.0,Active,2016-08-15T18:38:29
629,Router #629,IT Equipment,2018-08-27,59379.10,5.0,Active,2021-02-23T17:12:54
630,Service Car #630,Vehicles,2021-05-03,31146.66,10.0,Active,2025-08-06T10:12:27
631,Multimeter #631,Tools,2024-07-26,43096.09,20.0,Disposed,2021-04-11T14:12:18
632,Scanner #632,Office Equipment,2018-03-29,47380.46,20.0,Retired,2016-03-29T15:49:30
633,Saw #633,Tools,2023-02-25,32394.88,10.0,Retired,2020-01-10T15:34:32
634,Soldering Station #634,Tools,2018-01-06,10038.56,15.0,Disposed,2016-04-17T21:37:19
635,Pickup Truck #635,Vehicles,2016-04-19,72189.83,5.0,Active,2017-12-03T12:35:33
636,Electric Pallet Jack #636,Vehicles,2016-09-26,71647.56,5.0,Disposed,2021-07-19T10:10:32
637,Network Switch #637,IT Equipment,2021-11-21,20364.70,30.0,Disposed,2023-07-11T14:41:30
638,Desk #638,Furniture,2024-12-18,2643.31,15.0,Retired,2023-03-25T21:12:15
639,Multimeter #639,Tools,2016-12-01,4466.87,10.0,Retired,2024-04-25T04:12:40
640,Printer #640,Office Equipment,2024-03-11,55924.81,15.0,Retired,2024-02-16T18:40:47
641,Drawer Unit #641,Furniture,2018-01-25,60241.25,15.0,Retired,2019-12-19T09:26:44
642,Delivery Van #642,Vehicles,2020-05-28,51885.59,30.0,Active,2024-03-19T16:10:26
643,Router #643,IT Equipment,2024-06-13,32849.94,5.0,Disposed,2025-01-18T05:39:26
644,Angle Grinder #644,Tools,2018-12-13,50981.45,15.0,Active,2016-04-09T05:34:00
645,Desktop PC #645,IT Equipment,2018-10-01,18383.77,20.0,Disposed,2021-10-15T14:03:24
646,Laptop #646,IT Equipment,2022-01-08,69240.18,5.0,Disposed,2016-06-22T12:18:51
647,Drill #647,Tools,2022-11-30,36914.15,5.0,Retired,2020-10-13T18:02:10
648,Server #648,IT Equipment,2022-04-18,54135.14,15.0,Retired,2016-07-22T23:01:22
649,Conference Table #649,Furniture,2018-06-18,20967.68,20.0,Active,2019-05-12T08:52:50
650,Drill #650,Tools,2019-11-02,46173.63,25.0,Active,2025-10-31T17:38:54
651,Shuttle Bus #651,Vehicles,2018-07-28,41412.12,5.0,Active,2018-06-28T04:18:25
652,Paper Shredder #652,Office Equipment,2019-07-18,58265.78,30.0,Disposed,2024-12-03T22:40:57
653,Angle Grinder #653,Tools,2024-02-25,68698.49,20.0,Disposed,2020-03-01T07:29:04
654,Monitor #654,IT Equipment,2016-07-17,55729.27,30.0,Retired,2023-10-13T19:56:55
655,Standing Desk #655,Furniture,2020-05-31,76479.88,10.0,Retired,2021-01-30T01:08:27
656,Hammer #656,Tools,2025-03-11,4997.05,15.0,Active,2018-10-04T14:24:06
657,Whiteboard #657,Furniture,2025-08-01,19493.58,25.0,Disposed,2019-03-23T06:24:54
658,Service Car #658,Vehicles,2023-03-12,72456.34,20.0,Retired,2023-10-31T23:31:14
659,External HDD #659,IT Equipment,2022-06-28,61134.40,20.0,Disposed,2018-05-09T08:09:38
660,Impact Driver #660,Tools,2018-06-09,67256.08,10.0,Active,2025-10-30T18:06:57
661,Scanner #661,Office Equipment,2023-08-14,15208.35,30.0,Active,2022-06-28T02:11:22
662,Monitor #662,IT Equipment,2018-04-17,76317.42,5.0,Disposed,2016-12-07T17:31:40
663,Whiteboard #663,Furniture,2023-01-08,77184.94,20.0,Disposed,2017-06-22T06:15:09
664,Card Reader #664,Office Equipment,2018-10-31,61409.40,30.0,Active,2020-10-25T20:07:32
665,Desk #665,Furniture,2018-02-05,49141.82,25.0,Disposed,2020-07-11T00:50:21
666,Wrench Set #666,Tools,2016-11-22,4449.16,30.0,Disposed,2023-06-06T00:28:06
667,Pickup Truck #667,Vehicles,2016-07-01,74602.35,10.0,Disposed,2025-09-29T00:13:58
668,Forklift #668,Vehicles,2025-07-17,38635.68,30.0,Disposed,2022-02-21T04:37:41
669,Tool Trolley #669,Tools,2025-04-23,8456.69,10.0,Disposed,2023-07-19T19:21:36
670,Laptop #670,IT Equipment,2016-06-30,55232.44,10.0,Active,2018-02-14T09:49:58
671,Bookshelf #671,Furniture,2025-10-07,1891.39,25.0,Disposed,2016-10-01T11:19:00
672,Card Reader #672,Office Equipment,2022-12-13,22702.08,15.0,Retired,2016-04-26T04:11:26
673,Wireless Access Point #673,IT Equipment,2016-12-10,43147.93,10.0,Retired,2023-08-18T04:13:30
674,Wireless Access Point #674,IT Equipment,2017-12-23,4947.06,25.0,Active,2023-05-15T00:58:29
675,Conference Table #675,Furniture,2019-03-29,9420.88,20.0,Disposed,2021-01-07T04:41:11
676,Desktop PC #676,IT Equipment,2018-02-12,66295.59,25.0,Retired,2023-01-08T10:17:44
677,Shuttle Bus #677,Vehicles,2018-12-28,33290.52,5.0,Active,2017-03-18T06:43:36
678,Conference Table #678,Furniture,2024-11-04,39972.39,20.0,Retired,2017-12-16T17:24:12
679,Hammer #679,Tools,2017-04-24,30241.59,5.0,Active,2022-06-08T08:45:17
680,Projector #680,Office Equipment,2019-05-22,56590.26,25.0,Active,2018-12-12T02:56:34
681,Shuttle Bus #681,Vehicles,2016-12-03,38014.02,5.0,Retired,2023-05-09T11:39:59
682,Desk #682,Furniture,2016-09-20,19449.27,10.0,Retired,2024-07-06T04:06:31
683,Tool Trolley #683,Tools,2016-03-01,52360.09,30.0,Disposed,2018-01-24T13:27:58
684,Office Chair #684,Furniture,2018-02-05,42772.51,5.0,Active,2016-08-17T15:22:44
685,Scanner #685,Office Equipment,2022-01-12,58846.61,25.0,Disposed,2025-01-07T13:55:11
686,Postal Scale #686,Office Equipment,2019-01-26,5062.68,30.0,Disposed,2016-10-14T06:08:26
687,Soldering Station #687,Tools,2019-09-27,64184.01,10.0,Active,2020-12-05T18:59:28
688,Saw #688,Tools,2016-04-01,76873.33,15.0,Retired,2017-03-30T03:23:42
689,Forklift #689,Vehicles,2020-01-15,53018.68,20.0,Retired,2017-01-31T21:48:07
690,Drawer Unit #690,Furniture,2016-02-03,56339.86,25.0,Retired,2017-01-30T17:47:42
691,Saw #691,Tools,2016-09-04,52835.06,5.0,Retired,2017-07-18T23:16:38
692,Printer #692,Office Equipment,2021-12-03,73794.29,5.0,Active,2018-05-18T22:30:04
693,Visitor Chair #693,Furniture,2023-09-27,53285.20,20.0,Disposed,2024-09-08T21:02:46
694,External HDD #694,IT Equipment,2022-03-15,6959.17,15.0,Active,2020-06-08T05:38:12
695,Photocopier #695,Office Equipment,2017-08-08,1711.86,30.0,Retired,2019-02-14T20:28:22
696,Electric Pallet Jack #696,Vehicles,2018-09-22,61402.20,10.0,Retired,2023-01-09T20:26:48
697,Saw #697,Tools,2017-05-10,61492.75,20.0,Disposed,2020-07-09T03:44:24
698,Multimeter #698,Tools,2023-05-27,63070.23,25.0,Retired,2016-02-08T20:14:22
699,Filing Cabinet #699,Furniture,2018-08-09,41329.16,25.0,Disposed,2021-05-19T08:44:55
700,Wireless Access Point #700,IT Equipment,2022-11-05,4116.10,20.0,Disposed,2017-09-13T00:30:32
701,Box Truck #701,Vehicles,2015-11-20,40280.27,5.0,Retired,2023-10-29T01:23:49
702,NAS Unit #702,IT Equipment,2025-04-02,20955.34,10.0,Retired,2016-07-26T03:27:25
703,Impact Driver #703,Tools,2020-12-17,69242.15,30.0,Retired,2019-05-10T19:54:09
704,Card Reader #704,Office Equipment,2021-10-26,53649.56,15.0,Disposed,2025-07-26T00:05:58
705,Drawer Unit #705,Furniture,2019-03-05,3459.33,25.0,Active,2019-11-14T16:15:22
706,Time Clock #706,Office Equipment,2022-10-14,7641.19,10.0,Active,2016-08-03T07:28:32
707,External HDD #707,IT Equipment,2017-09-25,5858.75,15.0,Retired,2017-07-09T13:22:34
708,Visitor Chair #708,Furniture,2018-06-28,4387.99,25.0,Active,2023-04-25T12:07:04
709,UPS #709,IT Equipment,2021-04-17,74478.19,30.0,Retired,2018-08-10T01:38:22
710,Impact Driver #710,Tools,2021-04-08,24492.20,5.0,Disposed,2017-11-29T01:20:53
711,Trailer #711,Vehicles,2019-08-09,60031.51,15.0,Retired,2022-10-20T14:38:16
712,Server #712,IT Equipment,2022-04-07,54724.27,30.0,Disposed,2022-04-22T14:34:15
713,Photocopier #713,Office Equipment,2018-07-01,73629.44,10.0,Active,2021-10-15T04:16:52
714,Network Switch #714,IT Equipment,2023-09-22,75294.57,5.0,Active,2021-11-13T05:38:50
715,Company Motorcycle #715,Vehicles,2022-10-06,15779.40,30.0,Active,2019-06-29T17:16:12
716,Label Printer #716,Office Equipment,2018-02-09,21742.45,10.0,Retired,2024-06-10T17:19:50
717,Standing Desk #717,Furniture,2016-09-04,6593.50,10.0,Disposed,2020-05-24T12:07:46
718,Card Reader #718,Office Equipment,2024-03-27,77174.55,15.0,Retired,2025-02-09T17:04:01
719,Shuttle Bus #719,Vehicles,2018-11-26,50135.77,25.0,Active,2023-03-25T15:07:30
720,Electric Pallet Jack #720,Vehicles,2025-09-24,63723.75,25.0,Retired,2019-09-27T10:32:49
721,Scanner #721,Office Equipment,2021-09-27,78808.60,30.0,Retired,2021-04-16T01:55:01
722,Delivery Van #722,Vehicles,2022-07-13,65860.10,5.0,Retired,2025-07-02T18:23:40
723,Time Clock #723,Office Equipment,2024-01-09,78521.40,20.0,Active,2025-09-13T06:19:18
724,Reception Sofa #724,Furniture,2019-07-27,34702.22,20.0,Disposed,2019-08-12T22:09:51
725,Filing Cabinet #725,Furniture,2016-01-11,32836.64,20.0,Active,2024-06-20T12:09:04
726,Company Motorcycle #726,Vehicles,2025-07-28,21831.25,15.0,Disposed,2016-03-10T14:07:15
727,Conference Table #727,Furniture,2023-07-10,51362.28,25.0,Active,2019-02-26T11:33:29
728,Scanner #728,Office Equipment,2022-05-14,42176.73,15.0,Disposed,2017-08-29T03:07:02
729,Bookshelf #729,Furniture,2022-01-10,27307.33,30.0,Retired,2025-01-18T07:49:16
730,Reception Sofa #730,Furniture,2020-12-28,47708.85,5.0,Active,2017-09-08T14:39:39
731,Projector #731,Office Equipment,2025-07-04,67390.57,10.0,Active,2023-10-01T00:06:46
732,Whiteboard #732,Furniture,2022-09-24,51323.26,20.0,Disposed,2018-06-26T18:15:39
733,Pickup Truck #733,Vehicles,2024-05-31,32435.89,20.0,Active,2023-12-30T16:50:45
734,NAS Unit #734,IT Equipment,2022-08-02,5681.24,25.0,Disposed,2018-07-30T19:50:23
735,Delivery Van #735,Vehicles,2016-02-23,65531.81,5.0,Disposed,2016-01-08T02:50:31
736,NAS Unit #736,IT Equipment,2016-01-14,49208.10,25.0,Active,2017-02-21T01:52:18
737,Conference Table #737,Furniture,2016-01-28,44338.60,10.0,Disposed,2017-06-21T02:36:04
738,Forklift #738,Vehicles,2018-09-24,14414.97,15.0,Disposed,2021-04-13T22:01:12
739,Conference Table #739,Furniture,2017-10-03,65940.45,10.0,Retired,2021-02-22T22:39:20
740,Telephone System #740,Office Equipment,2022-07-06,9341.98,20.0,Disposed,2024-04-16T22:07:17
741,External HDD #741,IT Equipment,2022-09-28,55715.84,20.0,Retired,2015-12-06T17:48:52
742,NAS Unit #742,IT Equipment,2017-05-12,25123.89,5.0,Active,2020-08-08T02:50:03
743,Angle Grinder #743,Tools,2018-04-07,12033.77,10.0,Active,2022-04-09T20:01:23
744,Standing Desk #744,Furniture,2021-09-24,12333.58,10.0,Retired,2018-08-31T13:41:45
745,Time Clock #745,Office Equipment,2025-06-27,40899.44,10.0,Retired,2020-12-08T15:36:18
746,Multimeter #746,Tools,2024-11-20,74004.90,20.0,Active,2019-11-16T14:37:39
747,Printer #747,Office Equipment,2022-05-31,12065.99,5.0,Disposed,2022-08-22T02:06:50
748,Photocopier #748,Office Equipment,2022-03-17,43769.11,10.0,Retired,2016-02-10T10:33:56
749,Pickup Truck #749,Vehicles,2020-01-19,30435.07,30.0,Retired,2019-03-24T10:02:36
750,Angle Grinder #750,Tools,2021-08-18,6151.43,10.0,Disposed,2022-01-18T16:21:16
751,Soldering Station #751,Tools,2023-02-11,29962.16,15.0,Disposed,2016-05-26T16:25:58
752,Conference Table #752,Furniture,2018-04-07,46166.12,5.0,Disposed,2023-09-25T19:11:23
753,Projector #753,Office Equipment,2024-09-06,66685.43,20.0,Active,2024-07-03T03:46:15
754,Tool Trolley #754,Tools,2024-01-14,42502.47,10.0,Disposed,2020-08-01T23:36:28
755,Saw #755,Tools,2021-03-08,6509.24,20.0,Disposed,2022-12-12T15:28:51
756,External HDD #756,IT Equipment,2023-09-15,71896.46,20.0,Retired,2024-01-05T15:32:56
757,Drawer Unit #757,Furniture,2023-02-04,7958.78,15.0,Retired,2020-07-04T12:42:32
758,Postal Scale #758,Office Equipment,2023-07-09,56304.98,30.0,Active,2017-07-22T15:33:08
759,Reception Sofa #759,Furniture,2016-07-26,8473.12,25.0,Retired,2018-04-05T09:13:04
760,Wireless Access Point #760,IT Equipment,2015-11-18,2228.73,5.0,Active,2023-09-21T05:47:26
761,Drawer Unit #761,Furniture,2021-02-07,25134.04,10.0,Active,2022-04-06T07:43:41
762,Router #762,IT Equipment,2025-02-16,5120.07,10.0,Retired,2020-09-23T22:37:37
763,Reception Sofa #763,Furniture,2022-12-07,31540.22,5.0,Active,2018-10-09T01:27:20
764,Standing Desk #764,Furniture,2020-08-13,24804.83,20.0,Active,2018-09-12T21:13:25
765,Projector #765,Office Equipment,2016-11-03,47465.36,15.0,Retired,2021-07-09T20:47:26
766,Impact Driver #766,Tools,2023-11-20,21639.08,5.0,Disposed,2021-02-02T14:30:31
767,Pickup Truck #767,Vehicles,2016-08-30,10433.20,25.0,Disposed,2020-05-19T09:52:35
768,Label Printer #768,Office Equipment,2015-11-28,16684.06,15.0,Retired,2017-08-17T08:00:07
769,Desktop PC #769,IT Equipment,2021-12-25,20917.27,5.0,Active,2017-07-13T16:13:20
770,Angle Grinder #770,Tools,2020-06-07,20073.67,20.0,Retired,2023-02-25T10:24:59
771,Trailer #771,Vehicles,2022-01-07,31990.96,10.0,Retired,2018-10-23T00:26:51
772,Desktop PC #772,IT Equipment,2017-12-30,28379.59,5.0,Active,2016-08-15T18:19:50
773,Postal Scale #773,Office Equipment,2022-11-12,51780.73,5.0,Disposed,2018-07-05T18:05:57
774,Monitor #774,IT Equipment,2017-09-04,23325.07,10.0,Active,2017-08-22T11:10:48
775,Server #775,IT Equipment,2023-08-17,61782.01,10.0,Retired,2024-07-13T14:01:40
776,Angle Grinder #776,Tools,2022-01-21,3662.16,20.0,Retired,2022-08-24T20:56:45
777,Time Clock #777,Office Equipment,2016-08-03,56041.07,20.0,Retired,2017-10-02T21:45:57
778,Impact Driver #778,Tools,2016-06-16,7068.58,5.0,Active,2016-12-04T23:48:36
779,Card Reader #779,Office Equipment,2017-02-26,45178.56,5.0,Disposed,2016-01-08T16:02:42
780,Workshop Bench #780,Tools,2025-07-19,77610.44,20.0,Disposed,2020-06-26T18:58:05
781,UPS #781,IT Equipment,2017-10-11,37890.10,25.0,Retired,2021-08-25T04:38:09
782,Bookshelf #782,Furniture,2020-06-03,65864.01,10.0,Retired,2021-11-11T09:48:54
783,Desktop PC #783,IT Equipment,2018-01-13,48787.46,25.0,Active,2021-02-04T06:53:30
784,Conference Table #784,Furniture,2023-06-21,13726.69,15.0,Active,2017-05-06T15:36:10
785,Impact Driver #785,Tools,2021-10-17,66056.86,30.0,Retired,2019-11-26T21:16:42
786,Angle Grinder #786,Tools,2025-09-19,67459.70,10.0,Active,2025-02-13T12:40:56
787,Trailer #787,Vehicles,2017-09-24,4476.54,15.0,Retired,2023-03-02T08:22:29
788,Wrench Set #788,Tools,2020-02-01,73791.24,20.0,Retired,2018-12-06T06:09:17
789,Network Switch #789,IT Equipment,2016-01-13,19392.31,15.0,Active,2021-11-11T09:32:36
790,Delivery Van #790,Vehicles,2016-11-24,413.83,10.0,Active,2023-07-27T12:39:19
791,Drawer Unit #791,Furniture,2020-01-21,49651.94,5.0,Disposed,2019-11-27T09:00:07
792,Filing Cabinet #792,Furniture,2017-05-03,36586.02,30.0,Active,2017-02-21T02:15:15
793,Network Switch #793,IT Equipment,2016-05-23,7034.37,10.0,Disposed,2020-12-05T00:17:02
794,Laptop #794,IT Equipment,2024-03-16,44106.41,30.0,Retired,2023-05-09T09:24:30
795,Laptop #795,IT Equipment,2020-11-07,36253.15,30.0,Disposed,2018-07-02T20:37:52
796,Postal Scale #796,Office Equipment,2015-12-14,43707.09,30.0,Disposed,2016-09-05T02:44:07
797,Impact Driver #797,Tools,2023-01-29,19808.51,30.0,Disposed,2018-02-22T12:09:16
798,Monitor #798,IT Equipment,2022-01-18,7390.84,25.0,Disposed,2025-06-08T03:31:56
799,Standing Desk #799,Furniture,2024-07-08,44078.91,15.0,Retired,2016-02-08T20:23:45
800,Desktop PC #800,IT Equipment,2017-10-11,29498.95,30.0,Retired,2018-04-18T18:22:48
801,Office Chair #801,Furniture,2017-06-09,62891.81,5.0,Disposed,2016-11-08T05:54:16
802,Whiteboard #802,Furniture,2017-09-03,1973.92,15.0,Retired,2020-01-07T01:45:01
803,Projector #803,Office Equipment,2019-11-30,72166.10,10.0,Disposed,2017-10-13T13:47:27
804,External HDD #804,IT Equipment,2020-07-08,3993.78,25.0,Disposed,2021-09-15T20:22:29
805,Time Clock #805,Office Equipment,2023-01-04,75801.91,25.0,Active,2019-10-06T13:15:52
806,Time Clock #806,Office Equipment,2017-05-01,39985.34,10.0,Retired,2025-02-20T04:55:16
807,Scanner #807,Office Equipment,2021-06-04,300.62,20.0,Disposed,2022-06-29T20:27:40
808,Box Truck #808,Vehicles,2024-06-10,72441.68,20.0,Active,2018-03-24T12:08:12
809,Delivery Van #809,Vehicles,2018-03-29,48283.09,10.0,Active,2025-03-26T18:51:05
810,Projector #810,Office Equipment,2019-12-11,1022.67,10.0,Disposed,2022-05-04T20:19:31
811,Standing Desk #811,Furniture,2023-04-23,25619.44,10.0,Active,2023-05-20T12:11:59
812,Forklift #812,Vehicles,2020-05-08,15702.79,25.0,Retired,2017-04-29T04:43:45
813,Hammer #813,Tools,2023-01-22,55381.02,10.0,Active,2024-02-05T06:15:26
814,Soldering Station #814,Tools,2025-06-17,21225.13,25.0,Retired,2020-05-19T19:48:29
815,Time Clock #815,Office Equipment,2021-05-28,22127.78,20.0,Disposed,2022-10-15T04:59:13
816,Forklift #816,Vehicles,2023-01-01,78294.24,5.0,Retired,2016-01-07T05:11:45
817,Shuttle Bus #817,Vehicles,2023-06-17,24652.52,30.0,Retired,2022-07-21T13:08:20
818,Drill #818,Tools,2022-06-27,37491.79,20.0,Active,2021-04-28T18:45:40
819,Monitor #819,IT Equipment,2024-07-24,63884.84,30.0,Disposed,2016-02-20T04:41:29
820,Box Truck #820,Vehicles,2021-08-11,66079.27,5.0,Active,2017-11-29T19:17:20
821,Tool Trolley #821,Tools,2025-03-19,2733.54,30.0,Active,2016-11-22T16:46:11
822,Impact Driver #822,Tools,2025-08-16,17800.01,25.0,Active,2019-11-10T18:51:32
823,Desk #823,Furniture,2019-01-06,22034.12,25.0,Retired,2024-11-04T11:38:59
824,Conference Table #824,Furniture,2018-03-10,66742.61,25.0,Active,2019-04-25T17:14:25
825,Forklift #825,Vehicles,2020-06-05,73800.05,5.0,Disposed,2022-11-01T06:09:23
826,Drawer Unit #826,Furniture,2025-05-28,26772.69,5.0,Retired,2017-12-21T22:43:35
827,Telephone System #827,Office Equipment,2024-09-10,34186.74,20.0,Active,2021-09-16T15:50:05
828,Shuttle Bus #828,Vehicles,2019-03-26,35136.27,5.0,Active,2018-06-24T22:12:02
829,Whiteboard #829,Furniture,2020-06-29,79320.00,20.0,Retired,2024-11-08T08:27:34
830,Tool Trolley #830,Tools,2020-05-11,69962.19,30.0,Retired,2024-11-24T18:49:39
831,Conference Table #831,Furniture,2017-08-10,50434.48,30.0,Disposed,2021-03-06T21:10:10
832,Workshop Bench #832,Tools,2024-05-26,78258.53,10.0,Active,2024-05-27T14:35:05
833,Telephone System #833,Office Equipment,2025-08-28,33601.12,15.0,Disposed,2016-10-19T07:16:55
834,Standing Desk #834,Furniture,2022-01-18,60131.74,5.0,Retired,2022-06-02T19:40:24
835,External HDD #835,IT Equipment,2018-07-17,70912.45,30.0,Active,2019-02-02T20:05:37
836,Network Switch #836,IT Equipment,2023-09-16,47887.15,15.0,Active,2022-09-19T09:08:25
837,Card Reader #837,Office Equipment,2021-03-28,40908.75,30.0,Active,2019-07-21T19:37:11
838,Visitor Chair #838,Furniture,2021-04-18,57009.90,10.0,Retired,2021-03-12T00:32:19
839,Network Switch #839,IT Equipment,2018-12-02,36710.49,5.0,Disposed,2019-12-25T17:07:06
840,Shuttle Bus #840,Vehicles,2023-05-12,22409.71,30.0,Retired,2019-03-10T12:50:58
841,Card Reader #841,Office Equipment,2025-10-27,51937.27,10.0,Retired,2025-02-01T17:59:17
842,Office Chair #842,Furniture,2024-01-24,73084.94,20.0,Disposed,2016-09-20T20:23:50
843,Shuttle Bus #843,Vehicles,2017-02-16,76930.70,15.0,Active,2024-01-11T01:31:24
844,Forklift #844,Vehicles,2016-01-24,60627.22,10.0,Disposed,2018-03-05T12:15:32
845,Service Car #845,Vehicles,2015-12-08,35659.94,10.0,Active,2024-11-15T03:21:29
846,Service Car #846,Vehicles,2016-08-31,689.01,30.0,Retired,2023-10-25T05:30:02
847,Pickup Truck #847,Vehicles,2016-12-04,14961.52,5.0,Retired,2025-07-18T00:34:06
848,Photocopier #848,Office Equipment,2023-08-02,43807.03,5.0,Disposed,2019-05-20T20:15:48
849,Monitor #849,IT Equipment,2022-03-21,1013.72,15.0,Active,2021-07-30T18:15:46
850,Label Printer #850,Office Equipment,2019-12-16,23141.90,20.0,Active,2025-03-25T20:54:54
851,Box Truck #851,Vehicles,2021-08-08,40024.51,30.0,Disposed,2025-01-22T14:26:51
852,Utility Cart #852,Vehicles,2023-03-04,40045.75,20.0,Active,2020-06-14T12:30:46
